State,Year,County,CountyID,Population Change Abs,Pop Change (%),Population
KY,2018,Warren,WarrenKY2018,19115,16.79981719,130750
KY,2019,Warren,WarrenKY2019,19115,16.79981719,132896
KY,2010,Spencer,SpencerKY2010,2209,12.88647766,17201
KY,2011,Spencer,SpencerKY2011,2209,12.88647766,17466
KY,2012,Spencer,SpencerKY2012,2209,12.88647766,17518
KY,2013,Spencer,SpencerKY2013,2209,12.88647766,17678
KY,2014,Spencer,SpencerKY2014,2209,12.88647766,17813
KY,2015,Spencer,SpencerKY2015,2209,12.88647766,18072
KY,2016,Spencer,SpencerKY2016,2209,12.88647766,18336
KY,2017,Spencer,SpencerKY2017,2209,12.88647766,18619
KY,2018,Spencer,SpencerKY2018,2209,12.88647766,19021
KY,2019,Spencer,SpencerKY2019,2209,12.88647766,19351
KY,2010,Boone,BooneKY2010,14771,12.43245518,119373
KY,2011,Boone,BooneKY2011,14771,12.43245518,121710
KY,2012,Boone,BooneKY2012,14771,12.43245518,123412
KY,2013,Boone,BooneKY2013,14771,12.43245518,125022
KY,2014,Boone,BooneKY2014,14771,12.43245518,126677
KY,2015,Boone,BooneKY2015,14771,12.43245518,128161
KY,2016,Boone,BooneKY2016,14771,12.43245518,129503
KY,2017,Boone,BooneKY2017,14771,12.43245518,130952
KY,2018,Boone,BooneKY2018,14771,12.43245518,131901
KY,2019,Boone,BooneKY2019,14771,12.43245518,133581
LA,2010,StBernard,StBernardLA2010,11347,31.60988383,36824
LA,2011,StBernard,StBernardLA2011,11347,31.60988383,39516
LA,2012,StBernard,StBernardLA2012,11347,31.60988383,41483
LA,2013,StBernard,StBernardLA2013,11347,31.60988383,43430
LA,2014,StBernard,StBernardLA2014,11347,31.60988383,44439
LA,2015,StBernard,StBernardLA2015,11347,31.60988383,45421
LA,2016,StBernard,StBernardLA2016,11347,31.60988383,45777
LA,2017,StBernard,StBernardLA2017,11347,31.60988383,46110
LA,2018,StBernard,StBernardLA2018,11347,31.60988383,46780
LA,2019,StBernard,StBernardLA2019,11347,31.60988383,47244
LA,2010,Ascension,AscensionLA2010,19389,18.08422329,107890
LA,2011,Ascension,AscensionLA2011,19389,18.08422329,110075
LA,2012,Ascension,AscensionLA2012,19389,18.08422329,112218
LA,2013,Ascension,AscensionLA2013,19389,18.08422329,114636
LA,2014,Ascension,AscensionLA2014,19389,18.08422329,117282
LA,2015,Ascension,AscensionLA2015,19389,18.08422329,119374
LA,2016,Ascension,AscensionLA2016,19389,18.08422329,121558
LA,2017,Ascension,AscensionLA2017,19389,18.08422329,123177
LA,2018,Ascension,AscensionLA2018,19389,18.08422329,124858
LA,2019,Ascension,AscensionLA2019,19389,18.08422329,126604
LA,2010,Orleans,OrleansLA2010,46316,13.47068883,347772
LA,2011,Orleans,OrleansLA2011,46316,13.47068883,360735
LA,2012,Orleans,OrleansLA2012,46316,13.47068883,369787
LA,2013,Orleans,OrleansLA2013,46316,13.47068883,378637
LA,2014,Orleans,OrleansLA2014,46316,13.47068883,383940
LA,2015,Orleans,OrleansLA2015,46316,13.47068883,389742
LA,2016,Orleans,OrleansLA2016,46316,13.47068883,391843
LA,2017,Orleans,OrleansLA2017,46316,13.47068883,391493
LA,2018,Orleans,OrleansLA2018,46316,13.47068883,391004
LA,2019,Orleans,OrleansLA2019,46316,13.47068883,390144
LA,2010,StTammany,StTammanyLA2010,26663,11.40633823,234544
LA,2011,StTammany,StTammanyLA2011,26663,11.40633823,236846
LA,2012,StTammany,StTammanyLA2012,26663,11.40633823,239064
LA,2013,StTammany,StTammanyLA2013,26663,11.40633823,241953
LA,2014,StTammany,StTammanyLA2014,26663,11.40633823,245237
LA,2015,StTammany,StTammanyLA2015,26663,11.40633823,248930
LA,2016,StTammany,StTammanyLA2016,26663,11.40633823,252468
LA,2017,StTammany,StTammanyLA2017,26663,11.40633823,255921
LA,2018,StTammany,StTammanyLA2018,26663,11.40633823,258035
LA,2019,StTammany,StTammanyLA2019,26663,11.40633823,260419
LA,2010,Tangipahoa,TangipahoaLA2010,13649,11.27001296,121485
LA,2011,Tangipahoa,TangipahoaLA2011,13649,11.27001296,122700
LA,2012,Tangipahoa,TangipahoaLA2012,13649,11.27001296,123646
LA,2013,Tangipahoa,TangipahoaLA2013,13649,11.27001296,125520
LA,2014,Tangipahoa,TangipahoaLA2014,13649,11.27001296,127010
LA,2015,Tangipahoa,TangipahoaLA2015,13649,11.27001296,128716
LA,2016,Tangipahoa,TangipahoaLA2016,13649,11.27001296,130619
LA,2017,Tangipahoa,TangipahoaLA2017,13649,11.27001296,132353
LA,2018,Tangipahoa,TangipahoaLA2018,13649,11.27001296,133837
LA,2019,Tangipahoa,TangipahoaLA2019,13649,11.27001296,134758
ME,2010,York,YorkME2010,10510,5.331480082,197209
ME,2011,York,YorkME2011,10510,5.331480082,198240
ME,2012,York,YorkME2012,10510,5.331480082,198872
ME,2013,York,YorkME2013,10510,5.331480082,199429
ME,2014,York,YorkME2014,10510,5.331480082,200827
ME,2015,York,YorkME2015,10510,5.331480082,201223
ME,2016,York,YorkME2016,10510,5.331480082,202565
ME,2017,York,YorkME2017,10510,5.331480082,204282
ME,2018,York,YorkME2018,10510,5.331480082,205869
ME,2019,York,YorkME2019,10510,5.331480082,207641
ME,2010,Cumberland,CumberlandME2010,13313,4.726117363,281474
ME,2011,Cumberland,CumberlandME2011,13313,4.726117363,282709
ME,2012,Cumberland,CumberlandME2012,13313,4.726117363,283645
ME,2013,Cumberland,CumberlandME2013,13313,4.726117363,285537
ME,2014,Cumberland,CumberlandME2014,13313,4.726117363,288086
ME,2015,Cumberland,CumberlandME2015,13313,4.726117363,289488
ME,2016,Cumberland,CumberlandME2016,13313,4.726117363,291191
ME,2017,Cumberland,CumberlandME2017,13313,4.726117363,292181
ME,2018,Cumberland,CumberlandME2018,13313,4.726117363,293673
ME,2019,Cumberland,CumberlandME2019,13313,4.726117363,295003
ME,2010,Waldo,WaldoME2010,928,2.392554206,38818
ME,2011,Waldo,WaldoME2011,928,2.392554206,38857
ME,2012,Waldo,WaldoME2012,928,2.392554206,38928
ME,2013,Waldo,WaldoME2013,928,2.392554206,39025
ME,2014,Waldo,WaldoME2014,928,2.392554206,39035
ME,2015,Waldo,WaldoME2015,928,2.392554206,39120
ME,2016,Waldo,WaldoME2016,928,2.392554206,39429
ME,2017,Waldo,WaldoME2017,928,2.392554206,39772
ME,2018,Waldo,WaldoME2018,928,2.392554206,39657
ME,2019,Waldo,WaldoME2019,928,2.392554206,39715
ME,2010,Sagadahoc,SagadahocME2010,569,1.612491853,35228
ME,2011,Sagadahoc,SagadahocME2011,569,1.612491853,35121
ME,2012,Sagadahoc,SagadahocME2012,569,1.612491853,35115
ME,2013,Sagadahoc,SagadahocME2013,569,1.612491853,35021
ME,2014,Sagadahoc,SagadahocME2014,569,1.612491853,35076
ME,2015,Sagadahoc,SagadahocME2015,569,1.612491853,35120
ME,2016,Sagadahoc,SagadahocME2016,569,1.612491853,35156
ME,2017,Sagadahoc,SagadahocME2017,569,1.612491853,35436
ME,2018,Sagadahoc,SagadahocME2018,569,1.612491853,35690
ME,2019,Sagadahoc,SagadahocME2019,569,1.612491853,35856
ME,2010,Hancock,HancockME2010,579,1.064181738,54350
ME,2011,Hancock,HancockME2011,579,1.064181738,54525
ME,2012,Hancock,HancockME2012,579,1.064181738,54478
ME,2013,Hancock,HancockME2013,579,1.064181738,54566
ME,2014,Hancock,HancockME2014,579,1.064181738,54477
ME,2015,Hancock,HancockME2015,579,1.064181738,54237
ME,2016,Hancock,HancockME2016,579,1.064181738,54509
ME,2017,Hancock,HancockME2017,579,1.064181738,54539
ME,2018,Hancock,HancockME2018,579,1.064181738,54734
ME,2019,Hancock,HancockME2019,579,1.064181738,54987
MD,2010,Howard,HowardMD2010,38567,13.43222243,288627
MD,2011,Howard,HowardMD2011,38567,13.43222243,293583
MD,2012,Howard,HowardMD2012,38567,13.43222243,299184
MD,2013,Howard,HowardMD2013,38567,13.43222243,303527
MD,2014,Howard,HowardMD2014,38567,13.43222243,306909
MD,2015,Howard,HowardMD2015,38567,13.43222243,311297
MD,2016,Howard,HowardMD2016,38567,13.43222243,315416
MD,2017,Howard,HowardMD2017,38567,13.43222243,319251
MD,2018,Howard,HowardMD2018,38567,13.43222243,322621
MD,2019,Howard,HowardMD2019,38567,13.43222243,325690
MD,2010,Charles,CharlesMD2010,16693,11.3895636,147159
MD,2011,Charles,CharlesMD2011,16693,11.3895636,149200
MD,2012,Charles,CharlesMD2012,16693,11.3895636,150668
MD,2013,Charles,CharlesMD2013,16693,11.3895636,152645
MD,2014,Charles,CharlesMD2014,16693,11.3895636,154359
MD,2015,Charles,CharlesMD2015,16693,11.3895636,155665
MD,2016,Charles,CharlesMD2016,16693,11.3895636,157292
MD,2017,Charles,CharlesMD2017,16693,11.3895636,159450
MD,2018,Charles,CharlesMD2018,16693,11.3895636,161476
MD,2019,Charles,CharlesMD2019,16693,11.3895636,163257
MD,2010,Frederick,FrederickMD2010,26144,11.20122706,234218
MD,2011,Frederick,FrederickMD2011,26144,11.20122706,237284
MD,2012,Frederick,FrederickMD2012,26144,11.20122706,239645
MD,2013,Frederick,FrederickMD2013,26144,11.20122706,241129
MD,2014,Frederick,FrederickMD2014,26144,11.20122706,243381
MD,2015,Frederick,FrederickMD2015,26144,11.20122706,245001
MD,2016,Frederick,FrederickMD2016,26144,11.20122706,246999
MD,2017,Frederick,FrederickMD2017,26144,11.20122706,250622
MD,2018,Frederick,FrederickMD2018,26144,11.20122706,254943
MD,2019,Frederick,FrederickMD2019,26144,11.20122706,259547
MD,2010,Montgomery,MontgomeryMD2010,79404,8.175157832,975602
MD,2011,Montgomery,MontgomeryMD2011,79404,8.175157832,991185
MD,2012,Montgomery,MontgomeryMD2012,79404,8.175157832,1005079
MD,2013,Montgomery,MontgomeryMD2013,79404,8.175157832,1015172
MD,2014,Montgomery,MontgomeryMD2014,79404,8.175157832,1024617
MD,2015,Montgomery,MontgomeryMD2015,79404,8.175157832,1032814
MD,2016,Montgomery,MontgomeryMD2016,79404,8.175157832,1038846
MD,2017,Montgomery,MontgomeryMD2017,79404,8.175157832,1046822
MD,2018,Montgomery,MontgomeryMD2018,79404,8.175157832,1048478
MD,2019,Montgomery,MontgomeryMD2019,79404,8.175157832,1050688
MD,2010,StMarys,StMarysMD2010,8366,7.956706992,105761
MD,2011,StMarys,StMarysMD2011,8366,7.956706992,107566
MD,2012,StMarys,StMarysMD2012,8366,7.956706992,108800
MD,2013,StMarys,StMarysMD2013,8366,7.956706992,109224
MD,2014,StMarys,StMarysMD2014,8366,7.956706992,109913
MD,2015,StMarys,StMarysMD2015,8366,7.956706992,110985
MD,2016,StMarys,StMarysMD2016,8366,7.956706992,111750
MD,2017,StMarys,StMarysMD2017,8366,7.956706992,112487
MD,2018,StMarys,StMarysMD2018,8366,7.956706992,112720
MD,2019,StMarys,StMarysMD2019,8366,7.956706992,113510
MA,2010,Nantucket,NantucketMA2010,1227,12.06252458,10168
MA,2011,Nantucket,NantucketMA2011,1227,12.06252458,10133
MA,2012,Nantucket,NantucketMA2012,1227,12.06252458,10313
MA,2013,Nantucket,NantucketMA2013,1227,12.06252458,10569
MA,2014,Nantucket,NantucketMA2014,1227,12.06252458,10839
MA,2015,Nantucket,NantucketMA2015,1227,12.06252458,10940
MA,2016,Nantucket,NantucketMA2016,1227,12.06252458,11100
MA,2017,Nantucket,NantucketMA2017,1227,12.06252458,11205
MA,2018,Nantucket,NantucketMA2018,1227,12.06252458,11198
MA,2019,Nantucket,NantucketMA2019,1227,12.06252458,11399
MA,2010,Suffolk,SuffolkMA2010,81724,11.31624533,725772
MA,2011,Suffolk,SuffolkMA2011,81724,11.31624533,737141
MA,2012,Suffolk,SuffolkMA2012,81724,11.31624533,751103
MA,2013,Suffolk,SuffolkMA2013,81724,11.31624533,762488
MA,2014,Suffolk,SuffolkMA2014,81724,11.31624533,773630
MA,2015,Suffolk,SuffolkMA2015,81724,11.31624533,782591
MA,2016,Suffolk,SuffolkMA2016,81724,11.31624533,792576
MA,2017,Suffolk,SuffolkMA2017,81724,11.31624533,800806
MA,2018,Suffolk,SuffolkMA2018,81724,11.31624533,803147
MA,2019,Suffolk,SuffolkMA2019,81724,11.31624533,803907
MA,2010,Middlesex,MiddlesexMA2010,108566,7.22264763,1507681
MA,2011,Middlesex,MiddlesexMA2011,108566,7.22264763,1524848
MA,2012,Middlesex,MiddlesexMA2012,108566,7.22264763,1542867
MA,2013,Middlesex,MiddlesexMA2013,108566,7.22264763,1560204
MA,2014,Middlesex,MiddlesexMA2014,108566,7.22264763,1574993
MA,2015,Middlesex,MiddlesexMA2015,108566,7.22264763,1585432
MA,2016,Middlesex,MiddlesexMA2016,108566,7.22264763,1594664
MA,2017,Middlesex,MiddlesexMA2017,108566,7.22264763,1603943
MA,2018,Middlesex,MiddlesexMA2018,108566,7.22264763,1608470
MA,2019,Middlesex,MiddlesexMA2019,108566,7.22264763,1611699
MA,2010,Essex,EssexMA2010,45952,6.183974312,745461
MA,2011,Essex,EssexMA2011,45952,6.183974312,751507
MA,2012,Essex,EssexMA2012,45952,6.183974312,757338
MA,2013,Essex,EssexMA2013,45952,6.183974312,764563
MA,2014,Essex,EssexMA2014,45952,6.183974312,771653
MA,2015,Essex,EssexMA2015,45952,6.183974312,776865
MA,2016,Essex,EssexMA2016,45952,6.183974312,779847
MA,2017,Essex,EssexMA2017,45952,6.183974312,784453
MA,2018,Essex,EssexMA2018,45952,6.183974312,788183
MA,2019,Essex,EssexMA2019,45952,6.183974312,789034
MA,2010,Norfolk,NorfolkMA2010,35865,5.345724464,673019
MA,2011,Norfolk,NorfolkMA2011,35865,5.345724464,677782
MA,2012,Norfolk,NorfolkMA2012,35865,5.345724464,682865
MA,2013,Norfolk,NorfolkMA2013,35865,5.345724464,688345
MA,2014,Norfolk,NorfolkMA2014,35865,5.345724464,692239
MA,2015,Norfolk,NorfolkMA2015,35865,5.345724464,694502
MA,2016,Norfolk,NorfolkMA2016,35865,5.345724464,697079
MA,2017,Norfolk,NorfolkMA2017,35865,5.345724464,700599
MA,2018,Norfolk,NorfolkMA2018,35865,5.345724464,703230
MA,2019,Norfolk,NorfolkMA2019,35865,5.345724464,706775
MI,2010,Ottawa,OttawaMI2010,28035,10.62757065,264130
MI,2011,Ottawa,OttawaMI2011,28035,10.62757065,266929
MI,2012,Ottawa,OttawaMI2012,28035,10.62757065,270873
MI,2013,Ottawa,OttawaMI2013,28035,10.62757065,274385
MI,2014,Ottawa,OttawaMI2014,28035,10.62757065,277864
MI,2015,Ottawa,OttawaMI2015,28035,10.62757065,280859
MI,2016,Ottawa,OttawaMI2016,28035,10.62757065,283712
MI,2017,Ottawa,OttawaMI2017,28035,10.62757065,286581
MI,2018,Ottawa,OttawaMI2018,28035,10.62757065,289808
MI,2019,Ottawa,OttawaMI2019,28035,10.62757065,291830
MI,2010,Kent,KentMI2010,54330,9.015556938,602975
MI,2011,Kent,KentMI2011,54330,9.015556938,608501
MI,2012,Kent,KentMI2012,54330,9.015556938,615798
MI,2013,Kent,KentMI2013,54330,9.015556938,624303
MI,2014,Kent,KentMI2014,54330,9.015556938,631334
MI,2015,Kent,KentMI2015,54330,9.015556938,637164
MI,2016,Kent,KentMI2016,54330,9.015556938,643858
MI,2017,Kent,KentMI2017,54330,9.015556938,649278
MI,2018,Kent,KentMI2018,54330,9.015556938,653350
MI,2019,Kent,KentMI2019,54330,9.015556938,656955
MI,2010,GrandTraverse,GrandTraverseMI2010,6105,7.018612832,86971
MI,2011,GrandTraverse,GrandTraverseMI2011,6105,7.018612832,88341
MI,2012,GrandTraverse,GrandTraverseMI2012,6105,7.018612832,89203
MI,2013,GrandTraverse,GrandTraverseMI2013,6105,7.018612832,90099
MI,2014,GrandTraverse,GrandTraverseMI2014,6105,7.018612832,90849
MI,2015,GrandTraverse,GrandTraverseMI2015,6105,7.018612832,91541
MI,2016,GrandTraverse,GrandTraverseMI2016,6105,7.018612832,91957
MI,2017,GrandTraverse,GrandTraverseMI2017,6105,7.018612832,91791
MI,2018,GrandTraverse,GrandTraverseMI2018,6105,7.018612832,92530
MI,2019,GrandTraverse,GrandTraverseMI2019,6105,7.018612832,93088
MI,2010,Washtenaw,WashtenawMI2010,22438,6.500696772,345717
MI,2011,Washtenaw,WashtenawMI2011,22438,6.500696772,349753
MI,2012,Washtenaw,WashtenawMI2012,22438,6.500696772,352303
MI,2013,Washtenaw,WashtenawMI2013,22438,6.500696772,356040
MI,2014,Washtenaw,WashtenawMI2014,22438,6.500696772,360021
MI,2015,Washtenaw,WashtenawMI2015,22438,6.500696772,362975
MI,2016,Washtenaw,WashtenawMI2016,22438,6.500696772,366135
MI,2017,Washtenaw,WashtenawMI2017,22438,6.500696772,368807
MI,2018,Washtenaw,WashtenawMI2018,22438,6.500696772,369483
MI,2019,Washtenaw,WashtenawMI2019,22438,6.500696772,367601
MI,2010,Livingston,LivingstonMI2010,11031,6.09568754,181069
MI,2011,Livingston,LivingstonMI2011,11031,6.09568754,182043
MI,2012,Livingston,LivingstonMI2012,11031,6.09568754,182783
MI,2013,Livingston,LivingstonMI2013,11031,6.09568754,184205
MI,2014,Livingston,LivingstonMI2014,11031,6.09568754,185527
MI,2015,Livingston,LivingstonMI2015,11031,6.09568754,187171
MI,2016,Livingston,LivingstonMI2016,11031,6.09568754,188547
MI,2017,Livingston,LivingstonMI2017,11031,6.09568754,189869
MI,2018,Livingston,LivingstonMI2018,11031,6.09568754,191190
MI,2019,Livingston,LivingstonMI2019,11031,6.09568754,191995
MN,2010,Carver,CarverMN2010,14003,15.3733834,91401
MN,2011,Carver,CarverMN2011,14003,15.3733834,92817
MN,2012,Carver,CarverMN2012,14003,15.3733834,93863
MN,2013,Carver,CarverMN2013,14003,15.3733834,95610
MN,2014,Carver,CarverMN2014,14003,15.3733834,97356
MN,2015,Carver,CarverMN2015,14003,15.3733834,98630
MN,2016,Carver,CarverMN2016,14003,15.3733834,100374
MN,2017,Carver,CarverMN2017,14003,15.3733834,102118
MN,2018,Carver,CarverMN2018,14003,15.3733834,103533
MN,2019,Carver,CarverMN2019,14003,15.3733834,105089
MN,2010,Scott,ScottMN2010,19105,14.70656157,130506
MN,2011,Scott,ScottMN2011,19105,14.70656157,132565
MN,2012,Scott,ScottMN2012,19105,14.70656157,135114
MN,2013,Scott,ScottMN2013,19105,14.70656157,137244
MN,2014,Scott,ScottMN2014,19105,14.70656157,139161
MN,2015,Scott,ScottMN2015,19105,14.70656157,141329
MN,2016,Scott,ScottMN2016,19105,14.70656157,143309
MN,2017,Scott,ScottMN2017,19105,14.70656157,145535
MN,2018,Scott,ScottMN2018,19105,14.70656157,147191
MN,2019,Scott,ScottMN2019,19105,14.70656157,149013
MN,2010,Wright,WrightMN2010,13680,10.97059272,125093
MN,2011,Wright,WrightMN2011,13680,10.97059272,126229
MN,2012,Wright,WrightMN2012,13680,10.97059272,127249
MN,2013,Wright,WrightMN2013,13680,10.97059272,128199
MN,2014,Wright,WrightMN2014,13680,10.97059272,129798
MN,2015,Wright,WrightMN2015,13680,10.97059272,130973
MN,2016,Wright,WrightMN2016,13680,10.97059272,132324
MN,2017,Wright,WrightMN2017,13680,10.97059272,134205
MN,2018,Wright,WrightMN2018,13680,10.97059272,136313
MN,2019,Wright,WrightMN2019,13680,10.97059272,138377
MN,2010,Washington,WashingtonMN2010,24331,10.21842937,238930
MN,2011,Washington,WashingtonMN2011,24331,10.21842937,241410
MN,2012,Washington,WashingtonMN2012,24331,10.21842937,243682
MN,2013,Washington,WashingtonMN2013,24331,10.21842937,245946
MN,2014,Washington,WashingtonMN2014,24331,10.21842937,248501
MN,2015,Washington,WashingtonMN2015,24331,10.21842937,250386
MN,2016,Washington,WashingtonMN2016,24331,10.21842937,252502
MN,2017,Washington,WashingtonMN2017,24331,10.21842937,255464
MN,2018,Washington,WashingtonMN2018,24331,10.21842937,258899
MN,2019,Washington,WashingtonMN2019,24331,10.21842937,262440
MN,2010,Sherburne,SherburneMN2010,8746,9.883379289,88798
MN,2011,Sherburne,SherburneMN2011,8746,9.883379289,89268
MN,2012,Sherburne,SherburneMN2012,8746,9.883379289,89461
MN,2013,Sherburne,SherburneMN2013,8746,9.883379289,90069
MN,2014,Sherburne,SherburneMN2014,8746,9.883379289,90889
MN,2015,Sherburne,SherburneMN2015,8746,9.883379289,91415
MN,2016,Sherburne,SherburneMN2016,8746,9.883379289,93228
MN,2017,Sherburne,SherburneMN2017,8746,9.883379289,94476
MN,2018,Sherburne,SherburneMN2018,8746,9.883379289,95957
MN,2019,Sherburne,SherburneMN2019,8746,9.883379289,97238
MS,2010,DeSoto,DeSotoMS2010,23678,14.68248309,161778
MS,2011,DeSoto,DeSotoMS2011,23678,14.68248309,164075
MS,2012,DeSoto,DeSotoMS2012,23678,14.68248309,166426
MS,2013,DeSoto,DeSotoMS2013,23678,14.68248309,168370
MS,2014,DeSoto,DeSotoMS2014,23678,14.68248309,170760
MS,2015,DeSoto,DeSotoMS2015,23678,14.68248309,173271
MS,2016,DeSoto,DeSotoMS2016,23678,14.68248309,175721
MS,2017,DeSoto,DeSotoMS2017,23678,14.68248309,179005
MS,2018,DeSoto,DeSotoMS2018,23678,14.68248309,181932
MS,2019,DeSoto,DeSotoMS2019,23678,14.68248309,184945
MS,2010,Lafayette,LafayetteMS2010,6658,14.05798019,47568
MS,2011,Lafayette,LafayetteMS2011,6658,14.05798019,48403
MS,2012,Lafayette,LafayetteMS2012,6658,14.05798019,50221
MS,2013,Lafayette,LafayetteMS2013,6658,14.05798019,51565
MS,2014,Lafayette,LafayetteMS2014,6658,14.05798019,52032
MS,2015,Lafayette,LafayetteMS2015,6658,14.05798019,52736
MS,2016,Lafayette,LafayetteMS2016,6658,14.05798019,53476
MS,2017,Lafayette,LafayetteMS2017,6658,14.05798019,54178
MS,2018,Lafayette,LafayetteMS2018,6658,14.05798019,53542
MS,2019,Lafayette,LafayetteMS2019,6658,14.05798019,54019
MS,2010,Lamar,LamarMS2010,7611,13.65642719,56104
MS,2011,Lamar,LamarMS2011,7611,13.65642719,57375
MS,2012,Lamar,LamarMS2012,7611,13.65642719,58143
MS,2013,Lamar,LamarMS2013,7611,13.65642719,59170
MS,2014,Lamar,LamarMS2014,7611,13.65642719,60153
MS,2015,Lamar,LamarMS2015,7611,13.65642719,60966
MS,2016,Lamar,LamarMS2016,7611,13.65642719,61364
MS,2017,Lamar,LamarMS2017,7611,13.65642719,61536
MS,2018,Lamar,LamarMS2018,7611,13.65642719,62637
MS,2019,Lamar,LamarMS2019,7611,13.65642719,63343
MS,2010,Madison,MadisonMS2010,11069,11.62673445,95538
MS,2011,Madison,MadisonMS2011,11069,11.62673445,96956
MS,2012,Madison,MadisonMS2012,11069,11.62673445,98059
MS,2013,Madison,MadisonMS2013,11069,11.62673445,99485
MS,2014,Madison,MadisonMS2014,11069,11.62673445,100841
MS,2015,Madison,MadisonMS2015,11069,11.62673445,102453
MS,2016,Madison,MadisonMS2016,11069,11.62673445,103852
MS,2017,Madison,MadisonMS2017,11069,11.62673445,104584
MS,2018,Madison,MadisonMS2018,11069,11.62673445,105648
MS,2019,Madison,MadisonMS2019,11069,11.62673445,106272
MS,2010,Harrison,HarrisonMS2010,20971,11.20790555,187859
MS,2011,Harrison,HarrisonMS2011,20971,11.20790555,191070
MS,2012,Harrison,HarrisonMS2012,20971,11.20790555,193540
MS,2013,Harrison,HarrisonMS2013,20971,11.20790555,196134
MS,2014,Harrison,HarrisonMS2014,20971,11.20790555,198340
MS,2015,Harrison,HarrisonMS2015,20971,11.20790555,200674
MS,2016,Harrison,HarrisonMS2016,20971,11.20790555,202504
MS,2017,Harrison,HarrisonMS2017,20971,11.20790555,204966
MS,2018,Harrison,HarrisonMS2018,20971,11.20790555,206284
MS,2019,Harrison,HarrisonMS2019,20971,11.20790555,208080
MO,2010,Platte,PlatteMO2010,15089,16.89149101,89702
MO,2011,Platte,PlatteMO2011,15089,16.89149101,90880
MO,2012,Platte,PlatteMO2012,15089,16.89149101,92151
MO,2013,Platte,PlatteMO2013,15089,16.89149101,93367
MO,2014,Platte,PlatteMO2014,15089,16.89149101,94859
MO,2015,Platte,PlatteMO2015,15089,16.89149101,96445
MO,2016,Platte,PlatteMO2016,15089,16.89149101,98641
MO,2017,Platte,PlatteMO2017,15089,16.89149101,101141
MO,2018,Platte,PlatteMO2018,15089,16.89149101,102764
MO,2019,Platte,PlatteMO2019,15089,16.89149101,104418
MO,2010,Christian,ChristianMO2010,11181,14.44312398,77841
MO,2011,Christian,ChristianMO2011,11181,14.44312398,78649
MO,2012,Christian,ChristianMO2012,11181,14.44312398,79658
MO,2013,Christian,ChristianMO2013,11181,14.44312398,80621
MO,2014,Christian,ChristianMO2014,11181,14.44312398,81820
MO,2015,Christian,ChristianMO2015,11181,14.44312398,83077
MO,2016,Christian,ChristianMO2016,11181,14.44312398,84184
MO,2017,Christian,ChristianMO2017,11181,14.44312398,85392
MO,2018,Christian,ChristianMO2018,11181,14.44312398,87044
MO,2019,Christian,ChristianMO2019,11181,14.44312398,88595
MO,2010,Clay,ClayMO2010,28042,12.63688228,222650
MO,2011,Clay,ClayMO2011,28042,12.63688228,225243
MO,2012,Clay,ClayMO2012,28042,12.63688228,227579
MO,2013,Clay,ClayMO2013,28042,12.63688228,230306
MO,2014,Clay,ClayMO2014,28042,12.63688228,233008
MO,2015,Clay,ClayMO2015,28042,12.63688228,235161
MO,2016,Clay,ClayMO2016,28042,12.63688228,238583
MO,2017,Clay,ClayMO2017,28042,12.63688228,242527
MO,2018,Clay,ClayMO2018,28042,12.63688228,246360
MO,2019,Clay,ClayMO2019,28042,12.63688228,249948
MO,2010,Lincoln,LincolnMO2010,6477,12.3286889,52674
MO,2011,Lincoln,LincolnMO2011,6477,12.3286889,53051
MO,2012,Lincoln,LincolnMO2012,6477,12.3286889,53265
MO,2013,Lincoln,LincolnMO2013,6477,12.3286889,53785
MO,2014,Lincoln,LincolnMO2014,6477,12.3286889,54170
MO,2015,Lincoln,LincolnMO2015,6477,12.3286889,54567
MO,2016,Lincoln,LincolnMO2016,6477,12.3286889,55146
MO,2017,Lincoln,LincolnMO2017,6477,12.3286889,56045
MO,2018,Lincoln,LincolnMO2018,6477,12.3286889,57613
MO,2019,Lincoln,LincolnMO2019,6477,12.3286889,59013
MO,2010,StLouis,StLouisMO2010,41527,11.51943855,361803
MO,2011,StLouis,StLouisMO2011,41527,11.51943855,365582
MO,2012,StLouis,StLouisMO2012,41527,11.51943855,369111
MO,2013,StLouis,StLouisMO2013,41527,11.51943855,374288
MO,2014,StLouis,StLouisMO2014,41527,11.51943855,379844
MO,2015,StLouis,StLouisMO2015,41527,11.51943855,384978
MO,2016,StLouis,StLouisMO2016,41527,11.51943855,390541
MO,2017,StLouis,StLouisMO2017,41527,11.51943855,395130
MO,2018,StLouis,StLouisMO2018,41527,11.51943855,398780
MO,2019,StLouis,StLouisMO2019,41527,11.51943855,402022
MT,2010,Gallatin,GallatinMT2010,24919,27.83779255,89654
MT,2011,Gallatin,GallatinMT2011,24919,27.83779255,91375
MT,2012,Gallatin,GallatinMT2012,24919,27.83779255,92570
MT,2013,Gallatin,GallatinMT2013,24919,27.83779255,94798
MT,2014,Gallatin,GallatinMT2014,24919,27.83779255,97508
MT,2015,Gallatin,GallatinMT2015,24919,27.83779255,100882
MT,2016,Gallatin,GallatinMT2016,24919,27.83779255,104739
MT,2017,Gallatin,GallatinMT2017,24919,27.83779255,108576
MT,2018,Gallatin,GallatinMT2018,24919,27.83779255,111682
MT,2019,Gallatin,GallatinMT2019,24919,27.83779255,114434
MT,2010,Flathead,FlatheadMT2010,12879,14.16410967,90864
