Year,State,County,CountyID,Income
2009,IA,Polk,PolkIA2009,54948
2010,IA,Polk,PolkIA2010,54328
2011,IA,Polk,PolkIA2011,56091
2012,IA,Polk,PolkIA2012,57942
2013,IA,Polk,PolkIA2013,59388
2014,IA,Polk,PolkIA2014,61028
2015,IA,Polk,PolkIA2015,60436
2016,IA,Polk,PolkIA2016,64169
2017,IA,Polk,PolkIA2017,66112
2018,IA,Polk,PolkIA2018,68479
2019,IA,Polk,PolkIA2019,67331
2009,OR,Polk,PolkOR2009,53874
2010,OR,Polk,PolkOR2010,49504
2011,OR,Polk,PolkOR2011,52277
2012,OR,Polk,PolkOR2012,49636
2013,OR,Polk,PolkOR2013,51224
2014,OR,Polk,PolkOR2014,52626
2015,OR,Polk,PolkOR2015,55342
2016,OR,Polk,PolkOR2016,55218
2017,OR,Polk,PolkOR2017,56917
2018,OR,Polk,PolkOR2018,62389
2019,OR,Polk,PolkOR2019,69757
2009,KS,Pottawatomie,PottawatomieKS2009,54949
2010,KS,Pottawatomie,PottawatomieKS2010,52861
2011,KS,Pottawatomie,PottawatomieKS2011,53339
2012,KS,Pottawatomie,PottawatomieKS2012,56891
2013,KS,Pottawatomie,PottawatomieKS2013,59856
2014,KS,Pottawatomie,PottawatomieKS2014,65373
2015,KS,Pottawatomie,PottawatomieKS2015,60601
2016,KS,Pottawatomie,PottawatomieKS2016,64704
2017,KS,Pottawatomie,PottawatomieKS2017,65956
2018,KS,Pottawatomie,PottawatomieKS2018,69975
2019,KS,Pottawatomie,PottawatomieKS2019,73685
2009,RI,Providence,ProvidenceRI2009,47432
2010,RI,Providence,ProvidenceRI2010,45572
2011,RI,Providence,ProvidenceRI2011,46385
2012,RI,Providence,ProvidenceRI2012,47601
2013,RI,Providence,ProvidenceRI2013,47642
2014,RI,Providence,ProvidenceRI2014,47278
2015,RI,Providence,ProvidenceRI2015,50364
2016,RI,Providence,ProvidenceRI2016,52011
2017,RI,Providence,ProvidenceRI2017,55848
2018,RI,Providence,ProvidenceRI2018,56141
2019,RI,Providence,ProvidenceRI2019,62165
2009,MT,Richland,RichlandMT2009,50014
2010,MT,Richland,RichlandMT2010,49444
2011,MT,Richland,RichlandMT2011,55593
2012,MT,Richland,RichlandMT2012,56492
2013,MT,Richland,RichlandMT2013,64171
2014,MT,Richland,RichlandMT2014,65738
2015,MT,Richland,RichlandMT2015,68196
2016,MT,Richland,RichlandMT2016,65277
2017,MT,Richland,RichlandMT2017,63343
2018,MT,Richland,RichlandMT2018,67242
2019,MT,Richland,RichlandMT2019,69095
2009,CA,Riverside,RiversideCA2009,55151
2010,CA,Riverside,RiversideCA2010,53981
2011,CA,Riverside,RiversideCA2011,52491
2012,CA,Riverside,RiversideCA2012,52416
2013,CA,Riverside,RiversideCA2013,53909
2014,CA,Riverside,RiversideCA2014,56877
2015,CA,Riverside,RiversideCA2015,57895
2016,CA,Riverside,RiversideCA2016,59951
2017,CA,Riverside,RiversideCA2017,63776
2018,CA,Riverside,RiversideCA2018,66793
2019,CA,Riverside,RiversideCA2019,72905
2009,NH,Rockingham,RockinghamNH2009,70196
2010,NH,Rockingham,RockinghamNH2010,73402
2011,NH,Rockingham,RockinghamNH2011,75285
2012,NH,Rockingham,RockinghamNH2012,76285
2013,NH,Rockingham,RockinghamNH2013,74785
2014,NH,Rockingham,RockinghamNH2014,79653
2015,NH,Rockingham,RockinghamNH2015,87103
2016,NH,Rockingham,RockinghamNH2016,82016
2017,NH,Rockingham,RockinghamNH2017,89049
2018,NH,Rockingham,RockinghamNH2018,93645
2019,NH,Rockingham,RockinghamNH2019,91416
2009,NY,Rockland,RocklandNY2009,78218
2010,NY,Rockland,RocklandNY2010,79798
2011,NY,Rockland,RocklandNY2011,80765
2012,NY,Rockland,RocklandNY2012,81517
2013,NY,Rockland,RocklandNY2013,80132
2014,NY,Rockland,RocklandNY2014,83162
2015,NY,Rockland,RocklandNY2015,84249
2016,NY,Rockland,RocklandNY2016,84358
2017,NY,Rockland,RocklandNY2017,87873
2018,NY,Rockland,RocklandNY2018,88960
2019,NY,Rockland,RocklandNY2019,99831
2009,TN,Rutherford,RutherfordTN2009,53983
2010,TN,Rutherford,RutherfordTN2010,51815
2011,TN,Rutherford,RutherfordTN2011,52586
2012,TN,Rutherford,RutherfordTN2012,53566
2013,TN,Rutherford,RutherfordTN2013,57056
2014,TN,Rutherford,RutherfordTN2014,53799
2015,TN,Rutherford,RutherfordTN2015,60022
2016,TN,Rutherford,RutherfordTN2016,61232
2017,TN,Rutherford,RutherfordTN2017,68082
2018,TN,Rutherford,RutherfordTN2018,64170
2019,TN,Rutherford,RutherfordTN2019,69614
2009,ME,Sagadahoc,SagadahocME2009,54754
2010,ME,Sagadahoc,SagadahocME2010,52071
2011,ME,Sagadahoc,SagadahocME2011,52187
2012,ME,Sagadahoc,SagadahocME2012,51168
2013,ME,Sagadahoc,SagadahocME2013,52279
2014,ME,Sagadahoc,SagadahocME2014,55630
2015,ME,Sagadahoc,SagadahocME2015,55645
2016,ME,Sagadahoc,SagadahocME2016,59271
2017,ME,Sagadahoc,SagadahocME2017,61047
2018,ME,Sagadahoc,SagadahocME2018,65969
2019,ME,Sagadahoc,SagadahocME2019,65841
2009,AR,Saline,SalineAR2009,52630
2010,AR,Saline,SalineAR2010,53430
2011,AR,Saline,SalineAR2011,54372
2012,AR,Saline,SalineAR2012,57787
2013,AR,Saline,SalineAR2013,54921
2014,AR,Saline,SalineAR2014,55915
2015,AR,Saline,SalineAR2015,56926
2016,AR,Saline,SalineAR2016,63618
2017,AR,Saline,SalineAR2017,61384
2018,AR,Saline,SalineAR2018,63677
2019,AR,Saline,SalineAR2019,66944
2009,CA,SanBernardino,SanBernardinoCA2009,52137
2010,CA,SanBernardino,SanBernardinoCA2010,52270
2011,CA,SanBernardino,SanBernardinoCA2011,51017
2012,CA,SanBernardino,SanBernardinoCA2012,50603
2013,CA,SanBernardino,SanBernardinoCA2013,52112
2014,CA,SanBernardino,SanBernardinoCA2014,51951
2015,CA,SanBernardino,SanBernardinoCA2015,53526
2016,CA,SanBernardino,SanBernardinoCA2016,56194
2017,CA,SanBernardino,SanBernardinoCA2017,60270
2018,CA,SanBernardino,SanBernardinoCA2018,63310
2019,CA,SanBernardino,SanBernardinoCA2019,67398
2009,NM,Sandoval,SandovalNM2009,57378
2010,NM,Sandoval,SandovalNM2010,52778
2011,NM,Sandoval,SandovalNM2011,53948
2012,NM,Sandoval,SandovalNM2012,57376
2013,NM,Sandoval,SandovalNM2013,56190
2014,NM,Sandoval,SandovalNM2014,56142
2015,NM,Sandoval,SandovalNM2015,62833
2016,NM,Sandoval,SandovalNM2016,58621
2017,NM,Sandoval,SandovalNM2017,56937
2018,NM,Sandoval,SandovalNM2018,57036
2019,NM,Sandoval,SandovalNM2019,71118
2009,CA,SanFrancisco,SanFranciscoCA2009,70247
2010,CA,SanFrancisco,SanFranciscoCA2010,70883
2011,CA,SanFrancisco,SanFranciscoCA2011,69354
2012,CA,SanFrancisco,SanFranciscoCA2012,72093
2013,CA,SanFrancisco,SanFranciscoCA2013,76933
2014,CA,SanFrancisco,SanFranciscoCA2014,83788
2015,CA,SanFrancisco,SanFranciscoCA2015,90527
2016,CA,SanFrancisco,SanFranciscoCA2016,101873
2017,CA,SanFrancisco,SanFranciscoCA2017,109601
2018,CA,SanFrancisco,SanFranciscoCA2018,110601
2019,CA,SanFrancisco,SanFranciscoCA2019,121795
2009,CA,SanJoaquin,SanJoaquinCA2009,52201
2010,CA,SanJoaquin,SanJoaquinCA2010,49742
2011,CA,SanJoaquin,SanJoaquinCA2011,50376
2012,CA,SanJoaquin,SanJoaquinCA2012,50431
2013,CA,SanJoaquin,SanJoaquinCA2013,51219
2014,CA,SanJoaquin,SanJoaquinCA2014,51527
2015,CA,SanJoaquin,SanJoaquinCA2015,53341
2016,CA,SanJoaquin,SanJoaquinCA2016,59038
2017,CA,SanJoaquin,SanJoaquinCA2017,60950
2018,CA,SanJoaquin,SanJoaquinCA2018,63567
2019,CA,SanJoaquin,SanJoaquinCA2019,68458
2009,NY,Saratoga,SaratogaNY2009,66634
2010,NY,Saratoga,SaratogaNY2010,65508
2011,NY,Saratoga,SaratogaNY2011,64298
2012,NY,Saratoga,SaratogaNY2012,66677
2013,NY,Saratoga,SaratogaNY2013,69917
2014,NY,Saratoga,SaratogaNY2014,71885
2015,NY,Saratoga,SaratogaNY2015,75029
2016,NY,Saratoga,SaratogaNY2016,75904
2017,NY,Saratoga,SaratogaNY2017,82732
2018,NY,Saratoga,SaratogaNY2018,83210
2019,NY,Saratoga,SaratogaNY2019,89071
2009,NE,Sarpy,SarpyNE2009,67541
2010,NE,Sarpy,SarpyNE2010,69501
2011,NE,Sarpy,SarpyNE2011,65801
2012,NE,Sarpy,SarpyNE2012,68118
2013,NE,Sarpy,SarpyNE2013,67740
2014,NE,Sarpy,SarpyNE2014,74008
2015,NE,Sarpy,SarpyNE2015,73856
2016,NE,Sarpy,SarpyNE2016,74374
2017,NE,Sarpy,SarpyNE2017,80842
2018,NE,Sarpy,SarpyNE2018,79358
2019,NE,Sarpy,SarpyNE2019,84016
2009,KY,Scott,ScottKY2009,58595
2010,KY,Scott,ScottKY2010,56791
2011,KY,Scott,ScottKY2011,58164
2012,KY,Scott,ScottKY2012,63063
2013,KY,Scott,ScottKY2013,61906
2014,KY,Scott,ScottKY2014,61989
2015,KY,Scott,ScottKY2015,63775
2016,KY,Scott,ScottKY2016,64809
2017,KY,Scott,ScottKY2017,67234
2018,KY,Scott,ScottKY2018,73500
2019,KY,Scott,ScottKY2019,74719
2009,MN,Scott,ScottMN2009,84128
2010,MN,Scott,ScottMN2010,78307
2011,MN,Scott,ScottMN2011,81586
2012,MN,Scott,ScottMN2012,86324
2013,MN,Scott,ScottMN2013,85481
2014,MN,Scott,ScottMN2014,91688
2015,MN,Scott,ScottMN2015,92898
2016,MN,Scott,ScottMN2016,91046
2017,MN,Scott,ScottMN2017,99685
2018,MN,Scott,ScottMN2018,101427
2019,MN,Scott,ScottMN2019,108718
2009,AL,Shelby,ShelbyAL2009,65408
2010,AL,Shelby,ShelbyAL2010,67135
2011,AL,Shelby,ShelbyAL2011,66362
2012,AL,Shelby,ShelbyAL2012,67244
2013,AL,Shelby,ShelbyAL2013,68718
2014,AL,Shelby,ShelbyAL2014,69432
2015,AL,Shelby,ShelbyAL2015,70879
2016,AL,Shelby,ShelbyAL2016,74212
2017,AL,Shelby,ShelbyAL2017,74098
2018,AL,Shelby,ShelbyAL2018,75663
2019,AL,Shelby,ShelbyAL2019,77801
2009,KY,Shelby,ShelbyKY2009,51439
2010,KY,Shelby,ShelbyKY2010,51845
2011,KY,Shelby,ShelbyKY2011,51021
2012,KY,Shelby,ShelbyKY2012,56021
2013,KY,Shelby,ShelbyKY2013,56808
2014,KY,Shelby,ShelbyKY2014,57447
2015,KY,Shelby,ShelbyKY2015,60189
2016,KY,Shelby,ShelbyKY2016,61700
2017,KY,Shelby,ShelbyKY2017,65054
2018,KY,Shelby,ShelbyKY2018,66056
2019,KY,Shelby,ShelbyKY2019,71737
2009,MN,Sherburne,SherburneMN2009,71728
2010,MN,Sherburne,SherburneMN2010,69699
2011,MN,Sherburne,SherburneMN2011,68646
2012,MN,Sherburne,SherburneMN2012,69865
2013,MN,Sherburne,SherburneMN2013,74915
2014,MN,Sherburne,SherburneMN2014,76512
2015,MN,Sherburne,SherburneMN2015,79495
2016,MN,Sherburne,SherburneMN2016,83304
2017,MN,Sherburne,SherburneMN2017,87094
2018,MN,Sherburne,SherburneMN2018,81850
2019,MN,Sherburne,SherburneMN2019,95323
2009,AK,Skagway,SkagwayAK2009,63947
2010,AK,Skagway,SkagwayAK2010,58550
2011,AK,Skagway,SkagwayAK2011,61025
2012,AK,Skagway,SkagwayAK2012,65379
2013,AK,Skagway,SkagwayAK2013,63930
2014,AK,Skagway,SkagwayAK2014,69170
2015,AK,Skagway,SkagwayAK2015,65878
2016,AK,Skagway,SkagwayAK2016,65112
2017,AK,Skagway,SkagwayAK2017,66991
2018,AK,Skagway,SkagwayAK2018,74635
2019,AK,Skagway,SkagwayAK2019,74898
2009,WA,Snohomish,SnohomishWA2009,64677
2010,WA,Snohomish,SnohomishWA2010,63391
2011,WA,Snohomish,SnohomishWA2011,63766
2012,WA,Snohomish,SnohomishWA2012,67068
2013,WA,Snohomish,SnohomishWA2013,67443
2014,WA,Snohomish,SnohomishWA2014,71890
2015,WA,Snohomish,SnohomishWA2015,76053
2016,WA,Snohomish,SnohomishWA2016,78582
2017,WA,Snohomish,SnohomishWA2017,82405
2018,WA,Snohomish,SnohomishWA2018,87096
2019,WA,Snohomish,SnohomishWA2019,89119
2009,KY,Spencer,SpencerKY2009,63218
2010,KY,Spencer,SpencerKY2010,62579
2011,KY,Spencer,SpencerKY2011,62347
2012,KY,Spencer,SpencerKY2012,65038
2013,KY,Spencer,SpencerKY2013,66711
2014,KY,Spencer,SpencerKY2014,67437
2015,KY,Spencer,SpencerKY2015,68147
2016,KY,Spencer,SpencerKY2016,71156
2017,KY,Spencer,SpencerKY2017,80808
2018,KY,Spencer,SpencerKY2018,85899
2019,KY,Spencer,SpencerKY2019,79863
2009,ND,Stark,StarkND2009,51385
2010,ND,Stark,StarkND2010,49736
2011,ND,Stark,StarkND2011,55492
2012,ND,Stark,StarkND2012,63886
2013,ND,Stark,StarkND2013,69566
2014,ND,Stark,StarkND2014,76672
2015,ND,Stark,StarkND2015,76844
2016,ND,Stark,StarkND2016,78604
2017,ND,Stark,StarkND2017,66925
2018,ND,Stark,StarkND2018,71888
2019,ND,Stark,StarkND2019,68759
2009,LA,StBernard,StBernardLA2009,36660
2010,LA,StBernard,StBernardLA2010,38700
2011,LA,StBernard,StBernardLA2011,38068
2012,LA,StBernard,StBernardLA2012,40900
2013,LA,StBernard,StBernardLA2013,40705
2014,LA,StBernard,StBernardLA2014,45615
2015,LA,StBernard,StBernardLA2015,41540
2016,LA,StBernard,StBernardLA2016,39450
2017,LA,StBernard,StBernardLA2017,44553
2018,LA,StBernard,StBernardLA2018,43983
2019,LA,StBernard,StBernardLA2019,45806
2009,WI,StCroix,StCroixWI2009,67049
2010,WI,StCroix,StCroixWI2010,64990
2011,WI,StCroix,StCroixWI2011,64490
2012,WI,StCroix,StCroixWI2012,69436
2013,WI,StCroix,StCroixWI2013,69641
2014,WI,StCroix,StCroixWI2014,75920
2015,WI,StCroix,StCroixWI2015,74624
2016,WI,StCroix,StCroixWI2016,75619
2017,WI,StCroix,StCroixWI2017,82253
2018,WI,StCroix,StCroixWI2018,82575
2019,WI,StCroix,StCroixWI2019,87098
2009,FL,StJohns,StJohnsFL2009,62180
2010,FL,StJohns,StJohnsFL2010,60841
2011,FL,StJohns,StJohnsFL2011,63299
2012,FL,StJohns,StJohnsFL2012,62112
2013,FL,StJohns,StJohnsFL2013,66312
2014,FL,StJohns,StJohnsFL2014,66560
2015,FL,StJohns,StJohnsFL2015,71896
2016,FL,StJohns,StJohnsFL2016,78544
2017,FL,StJohns,StJohnsFL2017,77022
2018,FL,StJohns,StJohnsFL2018,81925
2019,FL,StJohns,StJohnsFL2019,90839
2009,MO,StLouis,StLouisMO2009,56939
2010,MO,StLouis,StLouisMO2010,55290
2011,MO,StLouis,StLouisMO2011,55131
2012,MO,StLouis,StLouisMO2012,56409
2013,MO,StLouis,StLouisMO2013,59284
2014,MO,StLouis,StLouisMO2014,60093
2015,MO,StLouis,StLouisMO2015,61569
2016,MO,StLouis,StLouisMO2016,62756
2017,MO,StLouis,StLouisMO2017,64926
2018,MO,StLouis,StLouisMO2018,66992
2019,MO,StLouis,StLouisMO2019,70161
2009,MD,StMarys,StMarysMD2009,71316
2010,MD,StMarys,StMarysMD2010,81559
2011,MD,StMarys,StMarysMD2011,80943
2012,MD,StMarys,StMarysMD2012,85478
2013,MD,StMarys,StMarysMD2013,78274
2014,MD,StMarys,StMarysMD2014,84686
2015,MD,StMarys,StMarysMD2015,83148
2016,MD,StMarys,StMarysMD2016,80049
2017,MD,StMarys,StMarysMD2017,82433
2018,MD,StMarys,StMarysMD2018,89964
2019,MD,StMarys,StMarysMD2019,89123
2009,NH,Strafford,StraffordNH2009,55415
2010,NH,Strafford,StraffordNH2010,52527
2011,NH,Strafford,StraffordNH2011,54783
2012,NH,Strafford,StraffordNH2012,53575
2013,NH,Strafford,StraffordNH2013,59290
2014,NH,Strafford,StraffordNH2014,58577
2015,NH,Strafford,StraffordNH2015,60931
2016,NH,Strafford,StraffordNH2016,69467
2017,NH,Strafford,StraffordNH2017,68864
2018,NH,Strafford,StraffordNH2018,69919
2019,NH,Strafford,StraffordNH2019,71486
2009,LA,StTammany,StTammanyLA2009,58868
2010,LA,StTammany,StTammanyLA2010,59389
2011,LA,StTammany,StTammanyLA2011,57694
2012,LA,StTammany,StTammanyLA2012,58383
2013,LA,StTammany,StTammanyLA2013,61655
2014,LA,StTammany,StTammanyLA2014,63441
2015,LA,StTammany,StTammanyLA2015,63499
2016,LA,StTammany,StTammanyLA2016,65861
2017,LA,StTammany,StTammanyLA2017,67926
2018,LA,StTammany,StTammanyLA2018,67054
2019,LA,StTammany,StTammanyLA2019,71526
2009,MA,Suffolk,SuffolkMA2009,53751
2010,MA,Suffolk,SuffolkMA2010,49584
2011,MA,Suffolk,SuffolkMA2011,49033
2012,MA,Suffolk,SuffolkMA2012,50884
2013,MA,Suffolk,SuffolkMA2013,54164
2014,MA,Suffolk,SuffolkMA2014,54280
2015,MA,Suffolk,SuffolkMA2015,56530
2016,MA,Suffolk,SuffolkMA2016,61367
2017,MA,Suffolk,SuffolkMA2017,65999
2018,MA,Suffolk,SuffolkMA2018,68743
2019,MA,Suffolk,SuffolkMA2019,75843
2009,FL,Sumter,SumterFL2009,46586
2010,FL,Sumter,SumterFL2010,45165
2011,FL,Sumter,SumterFL2011,44595
2012,FL,Sumter,SumterFL2012,47017
2013,FL,Sumter,SumterFL2013,52670
2014,FL,Sumter,SumterFL2014,51907
2015,FL,Sumter,SumterFL2015,54592
2016,FL,Sumter,SumterFL2016,56568
2017,FL,Sumter,SumterFL2017,57931
2018,FL,Sumter,SumterFL2018,55324
2019,FL,Sumter,SumterFL2019,63464
2009,FL,Sumter,SumterFL2009,42854
2010,FL,Sumter,SumterFL2010,44622
2011,FL,Sumter,SumterFL2011,44763
2012,FL,Sumter,SumterFL2012,40239
2013,FL,Sumter,SumterFL2013,45357
2014,FL,Sumter,SumterFL2014,46867
2015,FL,Sumter,SumterFL2015,47875
2016,FL,Sumter,SumterFL2016,54686
2017,FL,Sumter,SumterFL2017,52922
2018,FL,Sumter,SumterFL2018,60973
2019,FL,Sumter,SumterFL2019,62600
2009,DE,Sussex,SussexDE2009,50024
2010,DE,Sussex,SussexDE2010,48582
2011,DE,Sussex,SussexDE2011,51060
2012,DE,Sussex,SussexDE2012,48684
2013,DE,Sussex,SussexDE2013,50207
2014,DE,Sussex,SussexDE2014,53316
2015,DE,Sussex,SussexDE2015,54309
2016,DE,Sussex,SussexDE2016,56618
2017,DE,Sussex,SussexDE2017,61124
2018,DE,Sussex,SussexDE2018,59821
2019,DE,Sussex,SussexDE2019,64839
2009,LA,Tangipahoa,TangipahoaLA2009,37238
2010,LA,Tangipahoa,TangipahoaLA2010,37454
2011,LA,Tangipahoa,TangipahoaLA2011,38420
2012,LA,Tangipahoa,TangipahoaLA2012,36573
2013,LA,Tangipahoa,TangipahoaLA2013,40228
2014,LA,Tangipahoa,TangipahoaLA2014,39927
2015,LA,Tangipahoa,TangipahoaLA2015,41768
2016,LA,Tangipahoa,TangipahoaLA2016,44625
2017,LA,Tangipahoa,TangipahoaLA2017,44256
2018,LA,Tangipahoa,TangipahoaLA2018,47128
2019,LA,Tangipahoa,TangipahoaLA2019,47860
2009,ID,Teton,TetonID2009,57999
2010,ID,Teton,TetonID2010,52272
2011,ID,Teton,TetonID2011,51561
2012,ID,Teton,TetonID2012,54231
2013,ID,Teton,TetonID2013,52650
2014,ID,Teton,TetonID2014,57644
2015,ID,Teton,TetonID2015,58013
2016,ID,Teton,TetonID2016,60745
2017,ID,Teton,TetonID2017,63168
2018,ID,Teton,TetonID2018,68749
2019,ID,Teton,TetonID2019,73637
2009,WY,Teton,TetonWY2009,68777
2010,WY,Teton,TetonWY2010,68358
2011,WY,Teton,TetonWY2011,69095
2012,WY,Teton,TetonWY2012,66592
2013,WY,Teton,TetonWY2013,70201
2014,WY,Teton,TetonWY2014,75348
2015,WY,Teton,TetonWY2015,83290
2016,WY,Teton,TetonWY2016,84118
2017,WY,Teton,TetonWY2017,90145
2018,WY,Teton,TetonWY2018,99087
2019,WY,Teton,TetonWY2019,98837
2009,IN,Tippecanoe,TippecanoeIN2009,41917
2010,IN,Tippecanoe,TippecanoeIN2010,41722
2011,IN,Tippecanoe,TippecanoeIN2011,43339
2012,IN,Tippecanoe,TippecanoeIN2012,43529
2013,IN,Tippecanoe,TippecanoeIN2013,47808
2014,IN,Tippecanoe,TippecanoeIN2014,46276
2015,IN,Tippecanoe,TippecanoeIN2015,50170
2016,IN,Tippecanoe,TippecanoeIN2016,51385
2017,IN,Tippecanoe,TippecanoeIN2017,52858
2018,IN,Tippecanoe,TippecanoeIN2018,52269
2019,IN,Tippecanoe,TippecanoeIN2019,51228
2009,CT,Tolland,TollandCT2009,78471
2010,CT,Tolland,TollandCT2010,74868
2011,CT,Tolland,TollandCT2011,77124
2012,CT,Tolland,TollandCT2012,75048
2013,CT,Tolland,TollandCT2013,73660
2014,CT,Tolland,TollandCT2014,78653
2015,CT,Tolland,TollandCT2015,81616
2016,CT,Tolland,TollandCT2016,81369
2017,CT,Tolland,TollandCT2017,75571
2018,CT,Tolland,TollandCT2018,89584
2019,CT,Tolland,TollandCT2019,90181
2009,UT,Tooele,TooeleUT2009,56053
2010,UT,Tooele,TooeleUT2010,60541
2011,UT,Tooele,TooeleUT2011,61719
2012,UT,Tooele,TooeleUT2012,61927
2013,UT,Tooele,TooeleUT2013,59400
2014,UT,Tooele,TooeleUT2014,64193
2015,UT,Tooele,TooeleUT2015,67938
2016,UT,Tooele,TooeleUT2016,64675
2017,UT,Tooele,TooeleUT2017,72198
2018,UT,Tooele,TooeleUT2018,73584
2019,UT,Tooele,TooeleUT2019,80196
2009,TN,Trousdale,TrousdaleTN2009,38985
2010,TN,Trousdale,TrousdaleTN2010,35824
2011,TN,Trousdale,TrousdaleTN2011,38541
2012,TN,Trousdale,TrousdaleTN2012,41823
2013,TN,Trousdale,TrousdaleTN2013,41286
2014,TN,Trousdale,TrousdaleTN2014,40251
2015,TN,Trousdale,TrousdaleTN2015,47531
2016,TN,Trousdale,TrousdaleTN2016,44971
2017,TN,Trousdale,TrousdaleTN2017,49711
2018,TN,Trousdale,TrousdaleTN2018,49280
2019,TN,Trousdale,TrousdaleTN2019,51982
2009,NJ,Union,UnionNJ2009,64588
2010,NJ,Union,UnionNJ2010,65937
2011,NJ,Union,UnionNJ2011,65178
2012,NJ,Union,UnionNJ2012,64698
2013,NJ,Union,UnionNJ2013,64272
2014,NJ,Union,UnionNJ2014,68172
2015,NJ,Union,UnionNJ2015,70581
2016,NJ,Union,UnionNJ2016,71801
2017,NJ,Union,UnionNJ2017,76830
2018,NJ,Union,UnionNJ2018,80737
2019,NJ,Union,UnionNJ2019,79953
2009,OH,Union,UnionOH2009,63122
2010,OH,Union,UnionOH2010,63233
2011,OH,Union,UnionOH2011,64403
2012,OH,Union,UnionOH2012,63378
2013,OH,Union,UnionOH2013,68650
2014,OH,Union,UnionOH2014,69900
2015,OH,Union,UnionOH2015,76116
2016,OH,Union,UnionOH2016,78796
2017,OH,Union,UnionOH2017,86609
2018,OH,Union,UnionOH2018,84861
2019,OH,Union,UnionOH2019,91597
2009,UT,Utah,UtahUT2009,57471
2010,UT,Utah,UtahUT2010,54385
2011,UT,Utah,UtahUT2011,58077
2012,UT,Utah,UtahUT2012,58167
2013,UT,Utah,UtahUT2013,60069
2014,UT,Utah,UtahUT2014,60957
2015,UT,Utah,UtahUT2015,65425
2016,UT,Utah,UtahUT2016,69568
2017,UT,Utah,UtahUT2017,70461
2018,UT,Utah,UtahUT2018,75296
2019,UT,Utah,UtahUT2019,79505
2009,ID,Valley,ValleyID2009,47457
2010,ID,Valley,ValleyID2010,45248
2011,ID,Valley,ValleyID2011,46210
2012,ID,Valley,ValleyID2012,46314
2013,ID,Valley,ValleyID2013,48879
2014,ID,Valley,ValleyID2014,49380
2015,ID,Valley,ValleyID2015,51774
2016,ID,Valley,ValleyID2016,58738
2017,ID,Valley,ValleyID2017,56532
2018,ID,Valley,ValleyID2018,60285
2019,ID,Valley,ValleyID2019,64041
2009,OK,Wagoner,WagonerOK2009,55948
2010,OK,Wagoner,WagonerOK2010,56216
2011,OK,Wagoner,WagonerOK2011,52717
2012,OK,Wagoner,WagonerOK2012,54839
2013,OK,Wagoner,WagonerOK2013,53098
2014,OK,Wagoner,WagonerOK2014,58921
2015,OK,Wagoner,WagonerOK2015,57948
2016,OK,Wagoner,WagonerOK2016,61882
2017,OK,Wagoner,WagonerOK2017,59466
2018,OK,Wagoner,WagonerOK2018,62889
2019,OK,Wagoner,WagonerOK2019,65191
2009,NC,Wake,WakeNC2009,63770
2010,NC,Wake,WakeNC2010,61594
2011,NC,Wake,WakeNC2011,62436
2012,NC,Wake,WakeNC2012,64107
2013,NC,Wake,WakeNC2013,65433
2014,NC,Wake,WakeNC2014,66950
2015,NC,Wake,WakeNC2015,70629
2016,NC,Wake,WakeNC2016,76173
2017,NC,Wake,WakeNC2017,77641
2018,NC,Wake,WakeNC2018,80169
2019,NC,Wake,WakeNC2019,84377
2009,ME,Waldo,WaldoME2009,40423
2010,ME,Waldo,WaldoME2010,37986
2011,ME,Waldo,WaldoME2011,41888
2012,ME,Waldo,WaldoME2012,39917
2013,ME,Waldo,WaldoME2013,43203
2014,ME,Waldo,WaldoME2014,46598
2015,ME,Waldo,WaldoME2015,43198
2016,ME,Waldo,WaldoME2016,48422
2017,ME,Waldo,WaldoME2017,54547
2018,ME,Waldo,WaldoME2018,49482
2019,ME,Waldo,WaldoME2019,51073
2009,IA,Warren,WarrenIA2009,60253
2010,IA,Warren,WarrenIA2010,62036
2011,IA,Warren,WarrenIA2011,62688
2012,IA,Warren,WarrenIA2012,63310
2013,IA,Warren,WarrenIA2013,66328
2014,IA,Warren,WarrenIA2014,67342
2015,IA,Warren,WarrenIA2015,67728
2016,IA,Warren,WarrenIA2016,74031
2017,IA,Warren,WarrenIA2017,76146
2018,IA,Warren,WarrenIA2018,78192
2019,IA,Warren,WarrenIA2019,79557
2009,KY,Warren,WarrenKY2009,43316
2010,KY,Warren,WarrenKY2010,41001
2011,KY,Warren,WarrenKY2011,40026
2012,KY,Warren,WarrenKY2012,42514
2013,KY,Warren,WarrenKY2013,48137
2014,KY,Warren,WarrenKY2014,48925
2015,KY,Warren,WarrenKY2015,45964
2016,KY,Warren,WarrenKY2016,47253
2017,KY,Warren,WarrenKY2017,49966
2018,KY,Warren,WarrenKY2018,53478
2019,KY,Warren,WarrenKY2019,53238
2009,OH,Warren,WarrenOH2009,68798
2010,OH,Warren,WarrenOH2010,67172
2011,OH,Warren,WarrenOH2011,70245
2012,OH,Warren,WarrenOH2012,73598
2013,OH,Warren,WarrenOH2013,75041
2014,OH,Warren,WarrenOH2014,72973
2015,OH,Warren,WarrenOH2015,81383
2016,OH,Warren,WarrenOH2016,81543
2017,OH,Warren,WarrenOH2017,85532
2018,OH,Warren,WarrenOH2018,87391
2019,OH,Warren,WarrenOH2019,91645
2009,UT,Wasatch,WasatchUT2009,61609
2010,UT,Wasatch,WasatchUT2010,61593
2011,UT,Wasatch,WasatchUT2011,56379
