Year,State,County,CountyID,Income
2012,UT,Wasatch,WasatchUT2012,62014
2013,UT,Wasatch,WasatchUT2013,64423
2014,UT,Wasatch,WasatchUT2014,65207
2015,UT,Wasatch,WasatchUT2015,75112
2016,UT,Wasatch,WasatchUT2016,73077
2017,UT,Wasatch,WasatchUT2017,83344
2018,UT,Wasatch,WasatchUT2018,85380
2019,UT,Wasatch,WasatchUT2019,92136
2009,AR,Washington,WashingtonAR2009,41098
2010,AR,Washington,WashingtonAR2010,39692
2011,AR,Washington,WashingtonAR2011,39230
2012,AR,Washington,WashingtonAR2012,41856
2013,AR,Washington,WashingtonAR2013,43302
2014,AR,Washington,WashingtonAR2014,45589
2015,AR,Washington,WashingtonAR2015,46418
2016,AR,Washington,WashingtonAR2016,46367
2017,AR,Washington,WashingtonAR2017,50400
2018,AR,Washington,WashingtonAR2018,50893
2019,AR,Washington,WashingtonAR2019,52158
2009,MN,Washington,WashingtonMN2009,75421
2010,MN,Washington,WashingtonMN2010,77591
2011,MN,Washington,WashingtonMN2011,77069
2012,MN,Washington,WashingtonMN2012,80647
2013,MN,Washington,WashingtonMN2013,81052
2014,MN,Washington,WashingtonMN2014,84113
2015,MN,Washington,WashingtonMN2015,88329
2016,MN,Washington,WashingtonMN2016,90755
2017,MN,Washington,WashingtonMN2017,92582
2018,MN,Washington,WashingtonMN2018,95840
2019,MN,Washington,WashingtonMN2019,100857
2009,OR,Washington,WashingtonOR2009,61022
2010,OR,Washington,WashingtonOR2010,60555
2011,OR,Washington,WashingtonOR2011,62463
2012,OR,Washington,WashingtonOR2012,63566
2013,OR,Washington,WashingtonOR2013,63632
2014,OR,Washington,WashingtonOR2014,66315
2015,OR,Washington,WashingtonOR2015,70417
2016,OR,Washington,WashingtonOR2016,75577
2017,OR,Washington,WashingtonOR2017,80845
2018,OR,Washington,WashingtonOR2018,82819
2019,OR,Washington,WashingtonOR2019,85665
2009,RI,Washington,WashingtonRI2009,66705
2010,RI,Washington,WashingtonRI2010,67195
2011,RI,Washington,WashingtonRI2011,68539
2012,RI,Washington,WashingtonRI2012,69150
2013,RI,Washington,WashingtonRI2013,69267
2014,RI,Washington,WashingtonRI2014,70705
2015,RI,Washington,WashingtonRI2015,71951
2016,RI,Washington,WashingtonRI2016,77000
2017,RI,Washington,WashingtonRI2017,78599
2018,RI,Washington,WashingtonRI2018,86715
2019,RI,Washington,WashingtonRI2019,86450
2009,UT,Washington,WashingtonUT2009,46596
2010,UT,Washington,WashingtonUT2010,48247
2011,UT,Washington,WashingtonUT2011,46001
2012,UT,Washington,WashingtonUT2012,45305
2013,UT,Washington,WashingtonUT2013,50378
2014,UT,Washington,WashingtonUT2014,50169
2015,UT,Washington,WashingtonUT2015,54398
2016,UT,Washington,WashingtonUT2016,54876
2017,UT,Washington,WashingtonUT2017,55518
2018,UT,Washington,WashingtonUT2018,57069
2019,UT,Washington,WashingtonUT2019,64388
2009,NV,Washoe,WashoeNV2009,53036
2010,NV,Washoe,WashoeNV2010,50839
2011,NV,Washoe,WashoeNV2011,50910
2012,NV,Washoe,WashoeNV2012,49449
2013,NV,Washoe,WashoeNV2013,53565
2014,NV,Washoe,WashoeNV2014,52862
2015,NV,Washoe,WashoeNV2015,56457
2016,NV,Washoe,WashoeNV2016,58253
2017,NV,Washoe,WashoeNV2017,61506
2018,NV,Washoe,WashoeNV2018,63636
2019,NV,Washoe,WashoeNV2019,71733
2009,MI,Washtenaw,WashtenawMI2009,54939
2010,MI,Washtenaw,WashtenawMI2010,56177
2011,MI,Washtenaw,WashtenawMI2011,56789
2012,MI,Washtenaw,WashtenawMI2012,56618
2013,MI,Washtenaw,WashtenawMI2013,59965
2014,MI,Washtenaw,WashtenawMI2014,62861
2015,MI,Washtenaw,WashtenawMI2015,62401
2016,MI,Washtenaw,WashtenawMI2016,66040
2017,MI,Washtenaw,WashtenawMI2017,70509
2018,MI,Washtenaw,WashtenawMI2018,72267
2019,MI,Washtenaw,WashtenawMI2019,76728
2009,CO,Weld,WeldCO2009,54578
2010,CO,Weld,WeldCO2010,52334
2011,CO,Weld,WeldCO2011,51773
2012,CO,Weld,WeldCO2012,55332
2013,CO,Weld,WeldCO2013,58404
2014,CO,Weld,WeldCO2014,61501
2015,CO,Weld,WeldCO2015,69434
2016,CO,Weld,WeldCO2016,63609
2017,CO,Weld,WeldCO2017,68679
2018,CO,Weld,WeldCO2018,75629
2019,CO,Weld,WeldCO2019,78160
2009,ND,Williams,WilliamsND2009,53958
2010,ND,Williams,WilliamsND2010,56689
2011,ND,Williams,WilliamsND2011,67492
2012,ND,Williams,WilliamsND2012,79265
2013,ND,Williams,WilliamsND2013,84237
2014,ND,Williams,WilliamsND2014,86354
2015,ND,Williams,WilliamsND2015,89860
2016,ND,Williams,WilliamsND2016,81719
2017,ND,Williams,WilliamsND2017,80161
2018,ND,Williams,WilliamsND2018,79354
2019,ND,Williams,WilliamsND2019,84606
2009,TN,Williamson,WilliamsonTN2009,87474
2010,TN,Williamson,WilliamsonTN2010,82273
2011,TN,Williamson,WilliamsonTN2011,90207
2012,TN,Williamson,WilliamsonTN2012,93003
2013,TN,Williamson,WilliamsonTN2013,93241
2014,TN,Williamson,WilliamsonTN2014,97936
2015,TN,Williamson,WilliamsonTN2015,104367
2016,TN,Williamson,WilliamsonTN2016,107942
2017,TN,Williamson,WilliamsonTN2017,111427
2018,TN,Williamson,WilliamsonTN2018,115930
2019,TN,Williamson,WilliamsonTN2019,119637
2009,TX,Williamson,WilliamsonTX2009,69862
2010,TX,Williamson,WilliamsonTX2010,66152
2011,TX,Williamson,WilliamsonTX2011,70276
2012,TX,Williamson,WilliamsonTX2012,71272
2013,TX,Williamson,WilliamsonTX2013,71252
2014,TX,Williamson,WilliamsonTX2014,73098
2015,TX,Williamson,WilliamsonTX2015,78531
2016,TX,Williamson,WilliamsonTX2016,82370
2017,TX,Williamson,WilliamsonTX2017,82131
2018,TX,Williamson,WilliamsonTX2018,87817
2019,TX,Williamson,WilliamsonTX2019,92661
2009,TN,Wilson,WilsonTN2009,60616
2010,TN,Wilson,WilsonTN2010,56270
2011,TN,Wilson,WilsonTN2011,59769
2012,TN,Wilson,WilsonTN2012,57676
2013,TN,Wilson,WilsonTN2013,59655
2014,TN,Wilson,WilsonTN2014,60955
2015,TN,Wilson,WilsonTN2015,65372
2016,TN,Wilson,WilsonTN2016,70955
2017,TN,Wilson,WilsonTN2017,70674
2018,TN,Wilson,WilsonTN2018,76507
2019,TN,Wilson,WilsonTN2019,80080
2009,CT,Windham,WindhamCT2009,56342
2010,CT,Windham,WindhamCT2010,56564
2011,CT,Windham,WindhamCT2011,54911
2012,CT,Windham,WindhamCT2012,54221
2013,CT,Windham,WindhamCT2013,55948
2014,CT,Windham,WindhamCT2014,57547
2015,CT,Windham,WindhamCT2015,61303
2016,CT,Windham,WindhamCT2016,60869
2017,CT,Windham,WindhamCT2017,62606
2018,CT,Windham,WindhamCT2018,65182
2019,CT,Windham,WindhamCT2019,63309
2009,MN,Wright,WrightMN2009,67171
2010,MN,Wright,WrightMN2010,66714
2011,MN,Wright,WrightMN2011,68387
2012,MN,Wright,WrightMN2012,72216
2013,MN,Wright,WrightMN2013,71999
2014,MN,Wright,WrightMN2014,76489
2015,MN,Wright,WrightMN2015,76407
2016,MN,Wright,WrightMN2016,76256
2017,MN,Wright,WrightMN2017,80805
2018,MN,Wright,WrightMN2018,87377
2019,MN,Wright,WrightMN2019,91374
2009,KS,Wyandotte,WyandotteKS2009,37341
2010,KS,Wyandotte,WyandotteKS2010,37805
2011,KS,Wyandotte,WyandotteKS2011,38016
2012,KS,Wyandotte,WyandotteKS2012,37780
2013,KS,Wyandotte,WyandotteKS2013,38728
2014,KS,Wyandotte,WyandotteKS2014,37087
2015,KS,Wyandotte,WyandotteKS2015,41746
2016,KS,Wyandotte,WyandotteKS2016,43396
2017,KS,Wyandotte,WyandotteKS2017,46032
2018,KS,Wyandotte,WyandotteKS2018,47084
2019,KS,Wyandotte,WyandotteKS2019,47292
2009,AZ,Yavapai,YavapaiAZ2009,40837
2010,AZ,Yavapai,YavapaiAZ2010,40562
2011,AZ,Yavapai,YavapaiAZ2011,41437
2012,AZ,Yavapai,YavapaiAZ2012,43397
2013,AZ,Yavapai,YavapaiAZ2013,40486
2014,AZ,Yavapai,YavapaiAZ2014,44145
2015,AZ,Yavapai,YavapaiAZ2015,47220
2016,AZ,Yavapai,YavapaiAZ2016,49824
2017,AZ,Yavapai,YavapaiAZ2017,49860
2018,AZ,Yavapai,YavapaiAZ2018,48758
2019,AZ,Yavapai,YavapaiAZ2019,54242
2009,CA,Yolo,YoloCA2009,56120
2010,CA,Yolo,YoloCA2010,54433
2011,CA,Yolo,YoloCA2011,50174
2012,CA,Yolo,YoloCA2012,51040
2013,CA,Yolo,YoloCA2013,55011
2014,CA,Yolo,YoloCA2014,54509
2015,CA,Yolo,YoloCA2015,58766
2016,CA,Yolo,YoloCA2016,63645
2017,CA,Yolo,YoloCA2017,64900
2018,CA,Yolo,YoloCA2018,67804
2019,CA,Yolo,YoloCA2019,70951
2009,ME,York,YorkME2009,54134
2010,ME,York,YorkME2010,54076
2011,ME,York,YorkME2011,55725
2012,ME,York,YorkME2012,52663
2013,ME,York,YorkME2013,55163
2014,ME,York,YorkME2014,55482
2015,ME,York,YorkME2015,61340
2016,ME,York,YorkME2016,60520
2017,ME,York,YorkME2017,66025
2018,ME,York,YorkME2018,65984
2019,ME,York,YorkME2019,66803
2009,SC,York,YorkSC2009,50644
2010,SC,York,YorkSC2010,51403
2011,SC,York,YorkSC2011,51017
2012,SC,York,YorkSC2012,51427
2013,SC,York,YorkSC2013,54927
2014,SC,York,YorkSC2014,54196
2015,SC,York,YorkSC2015,57302
2016,SC,York,YorkSC2016,61044
2017,SC,York,YorkSC2017,62620
2018,SC,York,YorkSC2018,64904
2019,SC,York,YorkSC2019,68468
2009,AZ,Yuma,YumaAZ2009,38251
2010,AZ,Yuma,YumaAZ2010,40609
2011,AZ,Yuma,YumaAZ2011,37894
2012,AZ,Yuma,YumaAZ2012,39072
2013,AZ,Yuma,YumaAZ2013,40498
2014,AZ,Yuma,YumaAZ2014,39700
2015,AZ,Yuma,YumaAZ2015,40426
2016,AZ,Yuma,YumaAZ2016,42998
2017,AZ,Yuma,YumaAZ2017,46013
2018,AZ,Yuma,YumaAZ2018,44116
2019,AZ,Yuma,YumaAZ2019,47024
